PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	EA	EY	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Wang, Xiaoting; Triantaphyllou, Evangelos								Ranking irregularities when evaluating alternatives by using some ELECTRE methods								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				36	1			45	63		10.1016/j.omega.2005.12.003					FEB 2008	2008										142	3	0	12	4	149			0305-0483			WOS:000250188800005		
J	Premkumar, G.; Bhattacherjee, Anol								Explaining information technology usage: A test of competing models								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				36	1			64	75		10.1016/j.omega.2005.12.002					FEB 2008	2008										142	0	0	2	3	145			0305-0483			WOS:000250188800006		
J	Demirtas, Ezgi Aktar; Ustun, Oezden								An integrated multiobjective decision making process for supplier selection and order allocation								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				36	1			76	90		10.1016/j.omega.2005.11.003					FEB 2008	2008										196	4	0	3	1	201			0305-0483			WOS:000250188800007		
J	Rudberg, Martin; West, B. Martin				Rudberg, Martin/A-1339-2012	Rudberg, Martin/0000-0003-1066-2094			Global operations strategy: Coordinating manufacturing networks								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				36	1			91	106		10.1016/j.omega.2005.10.008					FEB 2008	2008										61	0	0	0	1	62			0305-0483			WOS:000250188800008		
J	Theodorou, Petros; Florou, Giannoula								Manufacturing strategies and financial performance - The effect of advanced information technology: CAD/CAM systems								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				36	1			107	121		10.1016/j.omega.2005.10.005					FEB 2008	2008										32	3	0	0	6	39			0305-0483			WOS:000250188800009		
J	Sounderpandian, Jayavel; Prasad, Sarneer; Madan, Manu								Supplies from developing countries: Optimal order quantities under loss risks								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				36	1			122	130		10.1016/j.omega.2005.10.009					FEB 2008	2008										23	0	0	0	0	23			0305-0483			WOS:000250188800010		
J	King, William R.; Marks, Peter V., Jr.				Wang, Charles/B-5565-2011	Wang, Charles/0000-0001-9331-8437			Motivating knowledge sharing through a knowledge management system								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				36	1			131	146		10.1016/j.omega.2005.10.006					FEB 2008	2008										91	2	0	1	1	93			0305-0483			WOS:000250188800011		
J	Camanho, A. S.; Dyson, R. G.					Camanho, Ana/0000-0001-7683-5889; Dyson, Robert/0000-0002-4131-3674			A generalisation of the Farrell cost efficiency measure applicable to non-fully competitive settings								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				36	1			147	162		10.1016/j.omega.2005.12.004					FEB 2008	2008										32	0	0	0	0	32			0305-0483			WOS:000250188800012		
J	Schneur, Rina; Liu, Hui								Special issue on telecommunications applications - Preface								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				35	6			627	628		10.1016/j.omega.2006.07.002					DEC 2007	2007										0	0	0	0	0	0			0305-0483			WOS:000245301400001		
J	Kennington, Jeffery L.; Olinick, Eli V.; Spiride, Gheorghe								Basic mathematical programming models for capacity allocation in mesh-based survivable networks								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				35	6			629	644		10.1016/j.omega.2006.04.01					DEC 2007	2007										11	0	0	0	1	12			0305-0483			WOS:000245301400002		
J	Konak, Abdullah; Bartolacci, Michael R.					Konak, Abdullah/0000-0001-6250-7825			Designing survivable resilient networks: A stochastic hybrid genetic algorithm approach								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				35	6			645	658		10.1016/j.omega.2006.04.010					DEC 2007	2007										27	3	0	0	0	30			0305-0483			WOS:000245301400003		
J	Cancela, Hector; Petingi, Louis					Cancela, Hector/0000-0001-5015-0988			Properties of a generalized source-to-all-terminal network reliability model with diameter constraints								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				35	6			659	670		10.1016/j.omega.2006.03.007					DEC 2007	2007										6	0	1	0	0	7			0305-0483			WOS:000245301400004		
J	Wen, Ue-Pyng; Wang, Wei-Chih; Yang, Chyi-Bao								Traffic engineering and congestion control for open shortest path first networks								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				35	6			671	682		10.1016/j.omega.2006.03.004					DEC 2007	2007										5	1	0	0	0	5			0305-0483			WOS:000245301400005		
J	Siomina, Iana; Varbrand, Peter; Yuan, Di								Pilot power optimization and coverage control in WCDMA mobile networks								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				35	6			683	696		10.1016/j.omega.2006.04.012					DEC 2007	2007										9	0	0	0	0	9			0305-0483			WOS:000245301400006		
J	Mandal, Swarup; Saha, Debashis; Mahanti, Ambuj; Pendharkar, Parag C.								Cell-to-switch level planning in mobile wireless networks for efficient management of radio resources								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				35	6			697	705		10.1016/j.omega.2005.09.008					DEC 2007	2007										2	0	0	0	0	2			0305-0483			WOS:000245301400007		
J	Lopez, Juan, Jr.; Raines, Richard A.; Temple, Michael A.; Baldwin, Rusty O.; Stephens, James P., Sr.								An investigation on the effects of emerging 4G transmissions on 3G networks								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				35	6			706	714		10.1016/j.omega.2006.03.006					DEC 2007	2007										6	0	0	0	0	6			0305-0483			WOS:000245301400008		
J	Hsu, Chin-Lung; Lu, Hsi-Peng; Hsu, Huei-Hsia								Adoption of the mobile Internet: An empirical study of multimedia message service (MMS)								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				35	6			715	726		10.1016/j.omega.2006.03.005					DEC 2007	2007										173	3	0	1	3	179			0305-0483			WOS:000245301400009		
J	Kim, Moon-Soo; Kim, Ho								Is there early take-off phenomenon in diffusion of IP-based telecommunications services?								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				35	6			727	739		10.1016/j.omega.2006.03.008					DEC 2007	2007										4	0	0	0	0	4			0305-0483			WOS:000245301400010		
J	Drexl, Andreas; Knust, Sigrid								Sports league scheduling: Graph- and resource-based models								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				35	5			465	471		10.1016/j.omega.2005.08.002					OCT 2007	2007										30	1	0	0	0	31			0305-0483			WOS:000243645200001		
J	Kuo, Ching-Chung; Nicholls, Gillian A.								A mathematical modeling approach to improving locomotive utilization at a freight railroad								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				35	5			472	485		10.1016/j.omega.2005.09.003					OCT 2007	2007										17	1	0	0	0	18			0305-0483			WOS:000243645200002		
J	Lee, Deok-Joo; Ahn, Jae-Kyoung								Factors affecting companies' telecommunication service selection strategy								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				35	5			486	493		10.1016/j.omega.2005.09.004					OCT 2007	2007										6	0	0	1	0	6			0305-0483			WOS:000243645200003		
J	Xia, Weijun; Wu, Zhiming								Supplier selection with multiple criteria in volume discount environments								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				35	5			494	504		10.1016/j.omega.2005.09.002					OCT 2007	2007										283	7	0	4	5	294			0305-0483			WOS:000243645200004		
J	Sevastjanov, P.; Figat, P.								Aggregation of aggregating modes in MCDM: Synthesis of Type 2 and Level 2 fuzzy sets								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				35	5			505	523		10.1016/j.omega.2005.09.005					OCT 2007	2007										25	1	0	0	1	27			0305-0483			WOS:000243645200005		
J	Naim, M. M.; Wikner, J.; Grubbstrom, R. W.				Wikner, Joakim/E-9238-2012	Wikner, Joakim/0000-0003-2252-5337			A net present value assessment of make-to-order and make-to-stock manufacturing systems								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				35	5			524	532		10.1016/j.omega.2005.09.006					OCT 2007	2007										12	0	0	0	1	13			0305-0483			WOS:000243645200006		
J	ReVelle, Charles; Murray, Alan T.; Serra, Daniel				Murray, Alan T/B-2993-2012; Serra, Daniel/D-6721-2013	Murray, Alan T/0000-0003-2674-6110; Serra, Daniel/0000-0002-8613-4274			Location models for ceding market share and shrinking services								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				35	5			533	540		10.1016/j.omega.2005.10.001					OCT 2007	2007										28	0	0	0	0	28			0305-0483			WOS:000243645200007		
J	Rasmussen, Rasmus								QAP - not so hard in spreadsheets								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				35	5			541	552		10.1016/j.omega.2005.10.002					OCT 2007	2007										2	0	0	0	0	2			0305-0483			WOS:000243645200008		
J	Mitra, Subrata								Revenue management for remanufactured products								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				35	5			553	562		10.1016/j.omega.2005.10.003					OCT 2007	2007										103	5	0	6	2	109			0305-0483			WOS:000243645200009		
J	Hans, E. W.; Herroelen, W.; Leus, R.; Wullink, G.				Leus, Roel/G-1112-2010	Leus, Roel/0000-0002-9215-3914; Hans, Erwin W./0000-0002-6618-4661			A hierarchical approach to multi-project planning under uncertainty								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				35	5			563	577		10.1016/j.omega.2005.10.004					OCT 2007	2007										54	3	0	0	1	58			0305-0483			WOS:000243645200010		
J	Hua, Zhongsheng; Bian, Yiwen; Liang, Liang								Eco-efficiency analysis of paper mills along the Huai River: An extended DEA approach								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				35	5			578	587		10.1016/j.omega.2005.11.001					OCT 2007	2007										90	10	0	10	0	101			0305-0483			WOS:000243645200011		
J	White, Leroy; Bourne, Humphrey								Voices and values: Linking values with participation in ORMS in public policy making								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				35	5			588	603		10.1016/j.omega.2005.11.002					OCT 2007	2007										20	0	0	1	1	21			0305-0483			WOS:000243645200012		
J	Nutt, Paul C.								Intelligence gathering for decision making								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				35	5			604	622		10.1016/j.omega.2005.12.001					OCT 2007	2007										15	1	0	0	0	16			0305-0483			WOS:000243645200013		
J	Wang, Guoqing; Cheng, T. C. Edwin				Cheng, T. C. E./D-5688-2015; Cheng, Edwin/K-5403-2019	Cheng, T. C. E./0000-0001-5127-6419; Cheng, Edwin/0000-0001-5127-6419			Customer order scheduling to minimize total weighted completion time								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				35	5			623	626		10.1016/j.omega.2005.09.007					OCT 2007	2007										28	2	0	0	0	30			0305-0483			WOS:000243645200014		
J	Shanmugam, Ramalingam; Johnson, Charles								At a crossroad of data envelopment and principal component analyses								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				35	4			351	364		10.1016/j.omega.2005.07.005					AUG 2007	2007										19	2	0	0	0	21			0305-0483			WOS:000242559700001		
J	Tseng, Tzu-Liang (Bill); Huang, Chun-Che								Rough set-based approach to feature selection in customer relationship management								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				35	4			365	383		10.1016/j.omega.2005.07.006					AUG 2007	2007										48	3	0	2	0	51			0305-0483			WOS:000242559700002		
J	Wang, Tien-Chin; Chen, Yueh-Hsiang								Applying consistent fuzzy preference relations to partnership selection								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				35	4			384	388		10.1016/j.omega.2005.07.007					AUG 2007	2007										154	6	0	7	1	159			0305-0483			WOS:000242559700003		
J	Chang, Ching-Ter								Multi-choice goal programming								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				35	4			389	396		10.1016/j.omega.2005.07.009					AUG 2007	2007										121	3	0	8	3	126			0305-0483			WOS:000242559700004		
J	Wang, Ji-Bo								Single-machine scheduling problems with the effects of learning and deterioration								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				35	4			397	402		10.1016/j.omega.2005.07.008					AUG 2007	2007										127	10	0	0	0	137			0305-0483			WOS:000242559700005		
J	Hur, Daesik; Mabert, Vincent A.; Hartley, Janet L.								Getting the most out of reverse e-auction investment								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				35	4			403	416		10.1016/j.omega.2005.08.003					AUG 2007	2007										17	1	0	0	0	18			0305-0483			WOS:000242559700006		
J	Chan, Felix T. S.; Kumar, Niraj				Chan, Felix/O-8875-2016	Chan, Felix/0000-0001-7374-2396; Kumar, Niraj/0000-0002-7918-5188			Global supplier development considering risk factors using fuzzy extended AHP-based approach								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				35	4			417	431		10.1016/j.omega.2005.08.004					AUG 2007	2007										521	6	0	16	10	535			0305-0483			WOS:000242559700007		
J	Ahlatcioglu, Mehmet; Tiryaki, Fatma								Interactive fuzzy programming for decentralized two-level linear fractional programming (DTLLFP) problems								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				35	4			432	450		10.1016/j.omega.2005.08.005					AUG 2007	2007										28	3	0	1	0	31			0305-0483			WOS:000242559700008		
J	Howard, M.; Vidgen, R.; Powell, P.; Powell, J.				Vidgen, Richard/D-2623-2011	Vidgen, Richard/0000-0001-7578-8339			Exploring the use of QPID: A collaborative study of B2B in the automotive industry								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				35	4			451	464		10.1016/j.omega.2005.09.001					AUG 2007	2007										11	0	0	0	0	11			0305-0483			WOS:000242559700009		
J	Wang, Juite; Hwang, W. -L.								A fuzzy set approach for R&D portfolio selection using a real options valuation model								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				35	3			247	257		10.1016/j.omega.2005.06.002					JUN 2007	2007										155	12	0	1	4	169			0305-0483			WOS:000241298300001		
J	Meijboom, Bert; Obel, Borge					Obel, Borge/0000-0003-1283-5489			Tactical coordination in a multi-location and multi-stage operations structure: A model and a pharmaceutical company case								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				35	3			258	273		10.1016/j.omega.2006.05.003					JUN 2007	2007										31	1	0	0	1	32			0305-0483			WOS:000241298300002		
J	Jharkharia, Sanjay; Shankar, Ravi								Selection of logistics service provider: An analytic network process (ANP) approach								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				35	3			274	289		10.1016/j.omega.2005.06.005					JUN 2007	2007										297	7	0	9	3	307			0305-0483			WOS:000241298300003		
J	Kim, Namwoon; Srivastava, Rajendra K.				SRIVASTAVA, Rajendra/C-5953-2009; Srivastava, Rajendra/O-5503-2018	Srivastava, Rajendra/0000-0002-5236-2375; KIM, Namwoon/0000-0001-8884-9241			Modeling cross-price effects on inter-category dynamics: The case of three computing platforms								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				35	3			290	301		10.1016/j.omega.2005.06.004					JUN 2007	2007										5	0	0	0	0	5			0305-0483			WOS:000241298300004		
J	Grabowski, Jozef; Pempera, Jaroslaw				Ribas, Imma/L-8946-2014				The permutation flow shop problem with blocking. A tabu search approach								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				35	3			302	311		10.1016/j.omega.2005.07.004					JUN 2007	2007										87	9	0	0	0	95			0305-0483			WOS:000241298300005		
J	Canbolat, Yavuz Burak; Chelst, Kenneth; Garg, Nitin								Combining decision tree and MAUT for selecting a country for a global manufacturing facility								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				35	3			312	325		10.1016/j.omega.2005.07.002					JUN 2007	2007										26	0	0	0	0	26			0305-0483			WOS:000241298300006		
J	Dorndorf, Ulrich; Drexl, Andreas; Nikulin, Yury; Pesch, Erwin				Pesch, Erwin/M-2308-2015				Flight gate scheduling: State-of-the-art and recent developments								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				35	3			326	334		10.1016/j.omega.2005.07.001					JUN 2007	2007										50	3	0	0	0	52			0305-0483			WOS:000241298300007		
J	Cherchye, Laurens; Van Puyenbroeck, Tom					Cherchye, Laurens/0000-0003-3766-2449; Van Puyenbroeck, Tom/0000-0003-1823-1440			Profit efficiency analysis under limited information with an application to German farm types								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				35	3			335	349		10.1016/j.omega.2005.07.003					JUN 2007	2007										16	0	0	1	0	16			0305-0483			WOS:000241298300008		
J	Gutierrez-Nieto, Begona; Serrano-Cinca, Carlos; Molinero, Cecilio Mar				Serrano-Cinca, Carlos/K-1744-2017	Serrano-Cinca, Carlos/0000-0003-2596-9638; Gutierrez Nieto, Begona/0000-0003-3044-4983			Microfinance institutions and efficiency								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				35	2			131	142		10.1016/j.omega.2005.04.001					APR 2007	2007										86	1	0	0	5	91			0305-0483			WOS:000241089300001		
J	Lin, B. M. T.; Cheng, T. C. E.; Chou, A. S. C.				Cheng, T. C. E./D-5688-2015; Cheng, Edwin/K-5403-2019	Cheng, T. C. E./0000-0001-5127-6419; Cheng, Edwin/0000-0001-5127-6419; Lin, Bertrand M.T./0000-0003-0456-296X			Scheduling in an assembly-type production chain with batch transfer								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				35	2			143	151		10.1016/j.omega.2005.04.004					APR 2007	2007										25	2	0	0	0	27			0305-0483			WOS:000241089300002		
J	Kao, Chiang; Hung, Hsi-Tai								Management performance: An empirical study of the manufacturing companies in Taiwan								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				35	2			152	160		10.1016/j.omega.2005.04.002					APR 2007	2007										13	0	0	0	2	15			0305-0483			WOS:000241089300003		
J	Waldeck, Nancy E.; Leffakis, Zachary M.								HR perceptions and the provision of workforce training in an AMT environment: An empirical study								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				35	2			161	172		10.1016/j.omega.2005.05.001					APR 2007	2007										21	1	0	0	2	24			0305-0483			WOS:000241089300004		
J	Gomez, D.; Montero, J.; Yanez, J.; Poidomani, C.				Gomez, Daniel/G-1586-2010; Montero, Javier/H-1704-2015	Gomez, Daniel/0000-0001-9548-5781; Montero, Javier/0000-0001-8333-2155; Yanez, Javier/0000-0002-1636-1367			A graph coloring approach for image segmentation								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				35	2			173	183		10.1016/j.omega.2005.05.003					APR 2007	2007										22	2	0	1	1	25			0305-0483			WOS:000241089300005		
J	Dye, Chung-Yuan								Joint pricing and ordering policy for a deteriorating inventory with partial backlogging								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				35	2			184	189		10.1016/j.omega.2005.05.002					APR 2007	2007										97	7	0	0	1	104			0305-0483			WOS:000241089300006		
J	Ioannou, George; Mavri, Maria				Mavri, Maria/K-6017-2017	Mavri, Maria/0000-0003-0145-447X			Performance-net: A Decision Support System for reconfiguring a bank's branch network								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				35	2			190	201		10.1016/j.omega.2005.05.007					APR 2007	2007										9	0	1	0	0	9			0305-0483			WOS:000241089300007		
J	Bates, Hilary; Holweg, Matthias; Lewis, Michael; Oliver, Nick					Oliver, Nick/0000-0002-5410-8207; Holweg, Matthias/0000-0001-9403-1681			Motor vehicle recalls: Trends, patterns and emerging issues								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				35	2			202	210		10.1016/j.omega.2005.05.006					APR 2007	2007										20	2	0	0	1	23			0305-0483			WOS:000241089300008		
J	Chen, Jeng-Fung								A hybrid heuristic for the uncapacitated single allocation hub location problem								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				35	2			211	220		10.1016/j.omega.2005.05.004					APR 2007	2007										73	6	1	0	1	81			0305-0483			WOS:000241089300009		
J	Ellspermann, Susan J.; Evans, Gerald W.; Basadur, Min					Evans, Gerald/0000-0002-1423-9886			The impact of training on the formulation of ill-structured problems								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				35	2			221	236		10.1016/j.omega.2005.05.005					APR 2007	2007										11	0	0	0	1	12			0305-0483			WOS:000241089300010		
J	Wang, S. M.; Chen, J. C.; Wang, K-J								Resource portfolio planning of make-to-stock products using a constraint programming-based genetic algorithm								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				35	2			237	246		10.1016/j.omega.2005.06.001					APR 2007	2007										16	3	0	0	0	19			0305-0483			WOS:000241089300011		
J	Oguzsoy, Cemal Berk; Guven, Sibel								Robust portfolio planning in the presence of market anomalies								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				35	1			1	6		10.1016/j.omega.2005.01.020					FEB 2007	2007										9	0	0	0	0	9			0305-0483			WOS:000241297800001		
J	Wee, H. M.; Yu, Jonas; Chen, M. C.								Optimal inventory model for items with imperfect quality and shortage backordering								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				35	1			7	11		10.1016/j.omega.2005.01.019					FEB 2007	2007										149	3	0	1	0	152			0305-0483			WOS:000241297800002		
J	Pearn, W. L.; Wu, Chien-Wei				Wu, Chien-Wei/J-9099-2014	Wu, Chien-Wei/0000-0001-7965-1997			An effective decision making method for product acceptance								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				35	1			12	21		10.1016/j.omega.2005.01.018					FEB 2007	2007										76	0	0	3	1	76			0305-0483			WOS:000241297800003		
J	Teo, Thompson S. H.; Liu, Jing				Teo, Thompson SH/P-3232-2015	Teo, Thompson SH/0000-0002-4301-7430			Consumer trust in e-commerce in the United States, Singapore and China								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				35	1			22	38		10.1016/j.omega.2005.02.001					FEB 2007	2007										182	2	0	3	2	185			0305-0483			WOS:000241297800004		
J	Cook, Wade D.; Bala, Kamel								Performance measurement and classification data in DEA: Input-oriented model								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				35	1			39	52		10.1016/j.omega.2005.02.002					FEB 2007	2007										18	0	0	0	0	18			0305-0483			WOS:000241297800005		
J	Kalczynski, Pawel Jan; Kamburowski, Jerzy					Kalczynski, Pawel/0000-0003-2911-627X			On the NEH heuristic for minimizing the makespan in permutation flow shops								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				35	1			53	60		10.1016/j.omega.2005.03.003					FEB 2007	2007										81	8	0	1	0	88			0305-0483			WOS:000241297800006		
J	Yan, Shangyao; Tang, Ching-Hui; Lee, Ming-Chei								A flight scheduling model for Taiwan airlines under market competitions								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				35	1			61	74		10.1016/j.omega.2005.03.002					FEB 2007	2007										30	0	0	0	0	30			0305-0483			WOS:000241297800007		
J	Perez Gladish, B.; Jones, D. F.; Tamiz, A.; Bilbao Terol, A.				PEREZ-GLADISH, BLANCA/P-6731-2015; Bilbao-Terol, Amelia/B-6569-2014	PEREZ-GLADISH, BLANCA/0000-0002-0348-1538; Bilbao-Terol, Amelia/0000-0002-5634-1010			An interactive three-stage model for mutual funds portfolio selection								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				35	1			75	88		10.1016/j.omega.2005.04.003					FEB 2007	2007										15	0	0	0	0	15			0305-0483			WOS:000241297800008		
J	Asrilhant, Boris; Dyson, Robert G.; Meadows, Maureen					Dyson, Robert/0000-0002-4131-3674; Meadows, Maureen/0000-0001-7777-7756			On the strategic project management process in the UK upstream oil and gas sector								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				35	1			89	103		10.1016/j.omega.2005.04.006					FEB 2007	2007										17	0	0	0	0	17			0305-0483			WOS:000241297800009		
J	Ruiz-Torres, Alex J.; Mahmoodi, Farzad					Ruiz-Torres, Alex/0000-0002-7528-236X			The optimal number of suppliers considering the costs of individual supplier failures								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				35	1			104	115		10.1016/j.omega.2005.04.005					FEB 2007	2007										91	4	0	0	0	95			0305-0483			WOS:000241297800010		
J	Adlakha, Veena; Kowalski, Krzysztof; Vemuganti, R. R.; Lev, Benjamin								More-for-less algorithm for fixed-charge transportation problems								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				35	1			116	127		10.1016/j.omega.2006.03.001					FEB 2007	2007										25	2	0	0	0	27			0305-0483			WOS:000241297800011		
J	Adenso-Diaz, B				Adenso-Diaz, Belarmino/L-1638-2017	Adenso-Diaz, Belarmino/0000-0002-6519-9810			Reverse production systems - Foreword								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				34	6			517	518		10.1016/j.omega.2005.01.004					DEC 2006	2006										0	0	0	0	0	0			0305-0483			WOS:000235406900001		
J	Prahinski, C; Kocabasoglu, C								Empirical research opportunities in reverse supply chains								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				34	6			519	532		10.1016/j.omega.205.01.003					DEC 2006	2006										190	6	0	9	5	200			0305-0483			WOS:000235406900002		
J	Teunter, RH				Teunter, Ruud H/A-7706-2008				Determining optimal disassembly and recovery strategies								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				34	6			533	537		10.1016/j.omega.2005.01.014					DEC 2006	2006										41	1	0	3	0	42			0305-0483			WOS:000235406900003		
J	Lambert, AJD								Exact methods in optimum disassembly sequence search for problems subject to sequence dependent costs								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				34	6			538	549		10.1016/j.omega.2005.01.005					DEC 2006	2006										39	3	0	4	0	41			0305-0483			WOS:000235406900004		
J	Kongar, E; Gupta, SM								Disassembly to order system under uncertainty								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				34	6			550	561		10.1016/j.omega.2005.01.006					DEC 2006	2006										54	0	0	5	0	54			0305-0483			WOS:000235406900005		
J	Franke, C; Basdere, B; Ciupek, M; Seliger, S								Remanufacturing of mobile phones-capacity, program and facility adaptation planning								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				34	6			562	570		10.1016/j.omega.205.01.016					DEC 2006	2006										83	3	0	11	1	86			0305-0483			WOS:000235406900006		
J	Bayindir, ZP; Dekker, R; Porras, E				Bayindir, Z. Pelin/F-1686-2016; Dekker, Rommert/E-7620-2012	Bayindir, Z. Pelin/0000-0002-8473-1382; Dekker, Rommert/0000-0003-3823-1990			Determination of recovery effort for a probabilistic recovery system under various inventory control policies								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				34	6			571	584		10.1016/j.omega.2005.01.015					DEC 2006	2006										20	0	0	1	0	20			0305-0483			WOS:000235406900007		
J	Zhou, L; Naim, MM; Tang, O; Towill, DR				Zhou, Li/P-4589-2019	Zhou, Li/0000-0001-7132-5935; Tang, Ou/0000-0003-3058-7431			Dynamic performance of a hybrid inventory system with a Kanban policy in remanufacturing process								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				34	6			585	598		10.1016/j.omega.2005.01.007					DEC 2006	2006										41	3	0	2	0	44			0305-0483			WOS:000235406900008		
